"aabaadi","اٰبادي"
"nareraao","نريراؤ"
"nazdeek","نزديك"
"nuzul","نزل"
"nisbat","نسبة"
"nuskha","نسخة"
"nuzskhah kerwu","نسخة كروؤ"
"nasal","نسل"
"nisyaan","نسيان"
"naseem","نسيم"
"nashaat","نشاط"
"nishaani","نشان"
"nishaani","نشاني"
"nashr kerwu","نشر كروؤ"
"nasha, nasho","نشه"
"nashonuma","نشونما"
"nisaab","نصاب"
"nasraani","نصراني"
"nasraaniyat","نصرانية"
"nusrat","نصرة"
"nisf","نصف"
"naseeb","نصيب"
"naseeb","نصيب"
"naseehat","نصيحة"
"nutq","نطق"
"nazaafat","نظافة"
"nizaam","نظام"
"nazar","نظر"
"nazariyo","نظرية"
"na'al","نعل"
"na'am","نعم"
"ne'mat","نعمة-نعم"
"na'ye","نعي"
"nagmah-nagamaat","نغمة-نغمات"
"nifaaq","نفاق"
"nafrat","نفرة"
"nafs","نفس"
"nafas","نفس"
"nafo', nafe'","نفع"
"nafaqaat","نفقات"
"nafaqat","نفقة"
"nafees-nafaais","نفيس- نفائس"
"naqqaad","نقّاد"
"naqsh-nuqush","نقش-نقوش"
"naqsha","نقشه"
"nuqs","نقص"
"nuqsaan","نقصان"
"nuqta, nuqto","نقطة"
"nuqtatun noor","نقطة النور"
"naqal kerwu","نقل كروؤ"
"nuqlat","نقلة"
"naqi","نقي"
"nikah","نكاح"
"nikaalwu","نكالوؤ"
"nukta-nekaat","نكته-نكات"
"nuktachini kerwu","نكته چيني كروؤ"
"nikalwu","نكلوؤ"
"nigah","نگاه"
"nigraani","نگراني"
"nigehbaan","نگهبان"
"nal","نل"
"namaaz","نماز"
"numaayah","نماياں"
"namak","نمك"
"namal","نمل"
"namantai","نمنتائي"
"namoonah","نمونه"
"namwu","نموؤ"
"nameemat","نميمة"
"nang","ننگ"
"nange paao","ننگے پاؤں"
"nange ser","ننگے سر"
"na pasand","نه پسند"
"na mumkin","نه ممكن"
"nihaayat","نهاية"
"nehej","نهج"
"nahye","نهي"
"nihaayat","نهاية"
"neher","نهر"
"nohzat","نهضة"
"nehenwu","نهنوؤ"
"nawaazish","نوازش"
"nawaazwu","نوازوؤ"
"nawaasa","نواسا"
"nawaasi","نواسي"
"niwaala, niwaalo","نواله"
"nawaaib","نوائب"
"nowjawaan","نوجوان"
"nooraani","نوراني"
"nouker","نوكر"
"noondh kerwu","نوندهـ كروؤ"
"nounihaal","نونهال"
"nawi","نوي"
"nawi","نوي"
"niyaabat","نيابة"
"niyat","نية"
"neechaai","نيچائي"
"neeche","نيچے"
"niraan","نيران"
"naiza","نيزه"
"naik","نيك"
"neel","نيل"
"neelu","نيلو"
"neend","نيند"
"neevro","نيؤرو"
"haath","هاتهــ"
"haathi","هاتهي"
"haadi-hudaat","هادي-هداة"
"haarko-haarka","هار"
"haarko-haarka","هارٌكو-هارٌكا"
"hathyaar","هتهيار"
"hati jaawu","هضضي جاوؤ"
"hijrat","هجرة"
"hijri","هجري"
"hujoom","هجوم"
"haji","هجي"
"hichki","هچكي"
"haddi","هدٌي"
"hidaayaat","هدايات"
"hidaayat","هداية"
"hadaf-ahdaaf","هدف-اهداف"
"hadya, hadyo","هدية-هدايا"
"her","هر"
"har aan","هر اٰن"
"hirdah","هرده"
"hargiz","هرگــز (نه)"
"har lahzah","هرلحظة"
"haran","هرن"
"haro","هرو"
"haru bharu","هرو بهرو"
"haryaali","هريالي"
"hazaar","هزار"
"hazimat","هزيمة"
"hushyaar","هشيار"
"hafta, hafto","هفته"
"hafti","هفتي"
"halaak","هلاك تهاوؤ"
"hilaawu","هلاوؤ"
"halku","هلكو"
"halko kerwu","هلكو كروؤ"
"ham-humoom","هم-هموم"
"ham zamaan","هم زمان"
"ham shaan","هم شان"
"ham shakal","هم شكل"
"ham asr","هم عصر"
"ham umr","هم عمر"
"ham misal","هم مثل"
"humaam","همام"
"himmat","همة"
"hamrah","همراه"
"hamna","همنا"
"ham naam","همنام"
"hamesha","هميشه"
"hamein","هميں"
"hoondi","هندٌي"
"hindustaan","هندوستان"
"hunar","هنر"
"hanswu","هنسوؤ"
"hangaam","هنگام"
"hawa","هواء"
"hu bahu","هوبهو"
"hawas","هوس"
"hawey","هوے"
"hosh","هوش"
"hoshyaar","هوشيار"
"hont","هونت"
"haibat","هيبة"
"hiraa kani","هيراكني"
"hair phair kerwu","هيرپهير كروؤ"
"waabastah","وابسطه"
"waat kerwu","وات كروؤ"
"waataawaran","واتاورن"
"waapas","واپس"
"waajib","واجب"
"waajebaat","واجبات"
"waahid","واحد"
"waadal","وادل"
"waadi","وادي"
"waari","وارٌي"
"waar talab kerwu","وار طلب كروؤ"
"waaris","وارث"
"waaramwaar","وارموار"
"waari","واري جاوؤ"
"waasetat","واسطة"
"waaste","واسطے"
"waa se'","واسع"
"waasan","واسن"
"waadheh","واضح"
"waafir","وافر"
"waaqe'","واقع (تهيو/؛)"
"waqeah","واقعة"
"wa illa","والا"
"waalid","والد"
"waaledah","والدة"
"waledain","والدين"
"waalwu","والوؤ"
"waali","والي"
"wahla","واهلا"
"waawelaa","واويلاه"
"wabaa","وباء"
"wabaal","وبال"
"wabeel","وبيل"
"wathiqat-wathaaiq","وثيقة-وثائق"
"wajaahat","وجاهت"
"wijli","وجلي"
"wajeh","وجه"
"wijhat-wujuhaat","وجهة-وجوهات"
"wujoob","وجوب"
"wujood","وجود"
"wehshat","وحشة"
"wahye","وحي"
"wichaar-wichaaraat","وچار-وچارات"
"wachma aawu","وچما اٰوؤ"
"wachan","وچن"
"wadaa","وداع"
"wadlik","ودليك"
"wadhaare","ودهارے"
"wadhaamni","ودهامني"
"wadhaawu","ودهاوؤ"
"wadhi jaawu","ودهي جاوؤ"
"wadi'at","وديعة"
"wiraasat","وراثة"
"wird e zubaan howu","ورد زبان هوؤ"
"warzish","ورزش"
"waras","ورس"
"waraswu","ورسوؤ"
"waraq-awraaq","ورق-اوراق"
"waram","ورم"
"waroo","ورو"
"wazan","وزن"
"wazeer-wozoraa","وزير-وزراء"
"wisaatat","وساطة"
"wasaawu","وساوؤ"
"wasat","وسط"
"wus at","وسعة"
"waswasah-wasaawis","وسوسة-وساوس"
"waswu","وسوؤ"
"wasee'","وسيع"
"wasila, wasilo","وسيلة-وسائل"
"wasal kerwu","وصل كروؤ"
"wosool","وصول"
"wasiyat-wasaaya","وصية-وصايا"
"wade' kerwu","وضع كروؤ"
"wuzu","وضوء"
"watan","وطن"
"wazifah","وظيفة"
"waada, waado","وعده"
"wa'az","وعظ"
"wagairah","وغيره"
"wafaa kerwu","وفاء كروؤ"
"wafaat","وفاة"
"wafaadaar","وفادار"
"wafaadaari","وفاداري"
"wafd-wufood","وفد-وفود"
"wufoor","وفور"
"waqaar","وقار"
"waqt","وقت"
"wakaalat","وكالة"
"wakhaan","وكهان"
"wakeel","وكيل"
"wilaadat","ولادة"
"walaayat","ولاية"
"walagwu","ولگوؤ"
"walangri","ولنگري"
"walwalo","ولوله"
"walwu","ولوؤ"
"wali-awliya","ولي-اولياء"
"wali ul amr","ولي الامر"
"wahaa","وهاں"
"wahaan","وهان"
"wehtu","وهتو"
"wehla","وهلا"
"wehem","وهم"
"wehwaar","وهوار"
"wiyaaj","وياج"
"wepaar","ويپار"
"wepaar","ويپار"
"weechwu","ويچوؤ"
"yaa","يا"
"yaad","ياد"
"yaaddaasht","ياداشت"
"yaadgaar","يادگار"
"yaar","يار"
"yaaro yaawer","يارو ياور"
"yaari","ياري"
"yaqoot","ياقوت"
"yaqoot-e-ahmer","ياقوت احمر"
"yateem","يتيم"
"yad","يد"
"yasaar","يسار"
"yahaa lag","يهاں لگ"
"ya'soob","يعسوب"
"ya'ni","يعني"
"yaqeen","يقين"
"yak bayak","يك بيك"
"yakta","يكتا"
"yaksaa","يكساں"
"yumn","يمن"
"yameen","يمين"
"yahaa","يهاں"
"yahoodi-yahood","يهودي-يهود"
"youm","يوم"
"mohammed","محمد"
"karva","كروا"
"awaaz","اواز"
"jannat","جنة"
"warith","وارث"
"fida","فداء"
"sadiyo","صديو"
"jaao","جاؤ"
"kamyaab","كامياب"
"jama`at","جماعة"
"che","چهے"
"ye","يه"
"duat","دعاة"
"kehnaar","كهنار"
"tame","تمے"
"chu","چهوں"
"karta","كرتا"
"har","هر"
"motiyo","موتيو"
"haath","هاتهـ"
"aya","اٰيا"
"tasbih","تسبيح"
"sathe","ساتهے"
"moti","موتي"
"chalo","چلو"
"ta`ala","تعالى"
"betha","بيتها"
"rahya","رهيا"
"naamo","نامو"
"ilm","علم"
"khuda","خدا"
"aale","اٰل"
"par","پر"
"lai","لئي"
"mumin","مؤمن"
"thai","تهئي"
"tamne","تمنے"
"suni","سني"
"fidak","فداك"
"kahu","كهوں"
"zinat","زينة"
"duato","دعاتو"
"api","اٰپي"
"istefadah","استفادة"
"barakaat","بركات"
"logo","لوگو"
"ulbarakaat","البركات"
"rehjo","رهجو"
"iwaan","ايوان"
"jaan","جان"
"ulilm","العلم"
"rakhjo","راكهجو"
"mumenah","مؤمنة"
"ehna","اهنا"
"cho","چهو"
"lejo","ليجو"
"joilto","جعلت"
"jara","جرا"
"mumeneen","مؤمنين"
"jamaat","جماعة"
"nu","نو"
"haykal","هيكل"
"wafaa","وفاء"
"sidhara","سدهارا"
"yeh","يه"
"alanwaar","الانوار"
"aaya","اٰيا"
"kaya","كيا"
"saath","ساتھـ"
"toh","تو"
"ghair","غير"
"a","ع"
"che","الدين"
"alzamaan","الزمان"
"darmiyan","درميان"
"min","من"
"paishtar","پيشتر"
"naam","نام"
"potana","پوتانا"
"bay`at","بيعة"
"karo","كرو"
"nass","نص"
"tayyib","طيب"
"ehnu","اهنو"
"shukr","شكر"
"ehva","اهوا"
"paase","پاسے"
"tamara","تمارا"
"mumineen","مؤمنين"
"aapnaar","اٰپنار"
"ullahi","الله
"alayhi","عليه"
"ni","ني"
"dai","داعي"
"burhan","برهان"
"yanzuruna","يَنظرون"
"kaya","كيا"
"uddin","الدين"
"uzzamaan","الزمان"
"farmaave","فرماوے"
"binoor","بنور"
"imam","امام"
"alsatr","الستر"
"moiz","معز"
"bab","باب"
"noor","نور"
"alabwaab","الابواب"
"si","سي"
"che","چھے"
"allah","الله"
"alzamaan","الزمان"
"ullahi","الله"
"uzzamaan","الزمان"
