"389","ehem","important","اهم","جه چيز يا كام ضروري هوئي"
"390","ehmaal","negligence","اهمال","لاپرواهي كروؤ"
"391","ihwu","like","اهوو","حالة ني خبر كرے چهے"
"392","uuper","above/over","اوپر","اهوي جگه طرف يا پر جه نے اونچو خيال كروا ما اٰوتو هوئي"
"393","oorwu","to comb","اوروؤ","ماتها نا بال نے كنگي كروؤ"
"394","awzaar","instruments","اوزار","اٰلات"
"395","awsaan","sense","اوسان","حس"
"396","awfar","ample, sufficient","اوفر","پورے پورا"
"397","ukaalwu","to boil","اوكالوؤ","پاني نے گرم كروؤ"
"398","awwal","first","اول","پهلا"
"399","awlaad","child, children","اولاد","فرزند"
"400","oldaa","room","اولدٌا","كمره"
"401","olkhaan","knowledge","اولكهان","اشنائي هوؤ، جان پهنچان هوؤ"
"402","ulul ilm","scholars","اولو العلم","علم نا لوگو"
"403","awla","prime","اولىْ","زياده سازوار"
"404","ulil amar","persons of supreme authority","اولي الامر","وه صاحبو جه ما نزديك خدا نو امر هوئي"
"405","awliyaa ullah","awliya of allah","اولياء الله","الله نا اولياء"
"406","awwaleen","people who came since beginning","اولين","پهلے اٰونار"
"407","uun","wool","اون","صوف"
"408","untri","she camel","اونتري","اونت نو مؤنث"
"409","uncho","high","اونچو","كئي جه گهني اُوپر هوئي"
"410","uunder","mouse","اوندر","چوو"
"411","uundu jaawu","dry up","اوندو جاوؤ","سوكهائي جاوؤ"
"412","ayyaam","days","ايام","دنو"
"413","aithaas","leftover, residual","ايتهاس","بچيلو جمن"
"414","aij misal","likewise","ايجمثل","پهلا جه ذكر تهئي هوئي اهني} مثل"
"415","iezaa","harm","ايذاء","تكليف"
"416","iiraad","objection","ايراد","اعتراض كروؤ"
"417","aaizan","likewise","ايضاً","ايجمثل"
"418","aik jewu","same, alike","ايك جيوؤ","هم مثل هوؤ"
"419","ekdam","sudden","ايكدم","اچانك سي"
"420","eksaa","equal","ايكسا","سركها"
"421","eaiki","odd numbers","ايكي","1،3،5 ... يه مثل نا عدد"
"422","imaan","faith","ايمان","يقين"
"423","eewaan","hall","ايوان","هال"
"424","aimmat tahireen","virtous imams","ائمة طاهرين","پاك امامو"
"425","ba khaber rehwu","to stay informed","با خبر رهوؤ","واقف رهوؤ"
"426","baab","gate/a rank of dawat","باب","دروازه/ دعوة نا رتبة ما سي چهے"
"427","baab ul abwaab","a rank of dawat","باب الابواب","دعوة نا رتبة ما سي چهے"
"428","babat","in context, related to","بابت","باره ما"
"429","baap","father","باپ","والد، باواجي"
"430","baadaam","almond","بادام","لوز"
"431","baadshah","king","بادشاه-بادشاهو","ملك"
"432","baadi","villager","بادي","گامريو"
"433","baarish","rain","بارش","ورسات"
"434","baare'","masterful","بارع","ماهر"
"435","baarkash","ride","باركش","سواري"
"436","baara ma","about","باره ما","متعلق"
"437","baaraha","often","بارها","جه چيز نے گهني وار كروا ما اٰوے"
"438","baari","window/creator","باري","پيدا نا كرنار(خدا)/كهركي"
"439","baareek","fine, thin","باريك","گهنو} پتلو نا ناهنو"
"440","baaz rehwu","to stay away from","باز رهوؤ","دور رهوؤ، بچي نے رهوؤ"
"441","baazaar","market","بازار","جهاں گهني دكانو هوئي"
"442","baazu","arm","بازو","هاتهـ"
"443","baazu ma","beside","بازو  ما","جانب ما"
"444","baashinda","citizen","باشندا","رهواسي"
"445","baatil","to get void, falsehood","باطل","جه غلط هوئي"
"446","batin","inside, inner","باطن","جه چيز چهوپيلي هوئي"
"447","baag","garden","باغ","باغيچه"
"448","baagi-bugaat","rebel, rebels","باغي-بغاة","بغاوة كرنار-كرناراؤ"
"449","baagicha","small garden","باغيچه","باغ"
"450","baaqi","remaining","باقي","بچيلو"
"451","baal","hair","بال","دهاگا ني شاكلة پر انسان انے جانور ني چامري پر جه نكلے چهے."
"452","baal baal","narrowly","بال بال","باريكي سي"
"453","bit tehqeeq","with surity","بالتحقيق","تحقيق نا ساتهے"
"454","bizzabt","precisely, exactly","بالضبط","مضبوطي سي"
"455","baalig","adolescent","بالغ","جه بلوغية نے پهنچي گيا هوئي"
"456","baandhwu","to tie","باندهوؤ","گتهان نا ذريعة سي كئي چيز نے جوري ديوؤ"
"457","baandi","servant (female)","باندي","امة، غلام"
"458","baani","founder","باني","پايو ناكهنار"
"459","baahir","outside/splendid","باهر","اندر نو اُلتو، مشهور"
"460","baahosh","intelligent","باهوش","عقلمند"
"461","bawaji","father","باواجي","والد، ابّا"
"462","bawajood","inspite of","باوجود","اٰ وات نا ساتهے"
"463","baaye'","seller","بائع","ويچنار"
"464","but","idol","بت","مورتي،  هاتهـ سي بناويلا "
"465","but parasti","idol worshiping","بت پرست","مورتي نے پوجنار"
"466","batawu","to show or tell","بتاوؤ","كوئي نے ديكهاوؤ يا خبر كروي"
"467","baja","right, true","بجا","صحيح"
"468","bajawu","to serve","بجاوؤ","كروؤ"
"469","bujhawu","to extinguish","بجهاوؤ","كئي چيز نے ختم كروؤ(اٰگ)"
"470","bahbuhat","balcony","بحبوحة","جهروكو"
"471","behes","argument, discussion","بحث","جهگرٌو، بحث مباحثة"
"472","bachaawo","to save, protect","بچاوؤ","كئي چيز سي محفوظ راكهوؤ"
"473","beher","sea","بحر","دريو/ قصيدة ني لحن"
"474","ba hesiyat","as being in position of","بحيثية","كئي چيز ني حيثية سي"
"475","bukhaar","fever","بخار","انسان نا جسم نو گرم تهاوؤ"
"476","bakht","fortune","بخت","نصيب"
"477","bakhshish","grant","بخشش","عطاء"
"478","bakhswu","to grant","بخشوؤ","عطاء كروؤ"
"479","bukhul","stinginess","بخل","كنجوسي"
"480","bukhur","incense","بخور","جه نے جلاوي نے خوشي كروا ما اٰوے چهے"
"481","bukhoor daani","incence burner","بخورداني","جه ما بخور جلاوا ما اٰوے چهے"
"482","bakheel","miser","بخيل","كنجوس اٰدمي"
"483","bachaao","to protect","بچاؤ","كئي چيز سي حفاظة كروؤ"
"484","bachawnaar","protector, savior","بچاؤنار","حفاظة كرنار"
"485","bachpan","childhood","بچپن","ناهني  عمر"
"486","bach'cha-bach'chao","child-children","بچه-بچاؤ","چهوتا فرزند"
"487","bichawu","to spread","بچهاوؤ","كئي چيز نے (چادر) پهيلاوي نے ناكهوؤ"
"488","bichonu","rug","بچهونو","زمين پر بچهاوا نو كپرو"
"489","bachwu","to protect","بچوؤ","محفوظ رهوؤ"
"490","bachelu","remaider","بچيلو","جه باقي رهي گيو هوئي"
"491","bad","bad","بد","خراب"
"492","bad bakht","ill fated","بد بخت","بد نصيب"
"493","badsoorat","ugly","بد صورت","جه ني صورة اچهي نه هوئي"
"494","badbu","unpleasant smell","بدبو","خراب بو"
"495","badter","worse","بدتر","گهنو بد"
"496","bader","moon","بدر","چاند"
"497","bid'at","heresy","بدعة","شريعة سي هتي نے عمل"
"498","badal","substitute, exchange","بدل","كئي چيز نا عوض ما بيجي چيز اٰپوي"
"499","badlo","revenge/return","بدلو","انتقام/ كئي چيز نا عوض ما بيجي چيز اٰپوي"
"500","badalwu","to change","بدلوؤ","تبديل كروؤ"
"501","badan","body","بدن","جسم"
"502","budhwaar","wednesday","بدهوار","دن نو نام"
"503","badi","evil","بدي","خرابي"
"504","badi","evil","بدي","شر"
"505","bazl","spend","بذل","خرچوؤ"
"506","bazlul johod","effort","بذل الجهد","محنة كروؤ"
"507","ber","land","بر","زمين"
"508","bir","kindness","بر","اچهائي نو كام، بهلائي"
"509","bar laawu","fulfil","بر لاؤجو","پوري كرجو"
"510","bar niyat","good intention","بر نية","نيك نية"
"511","bara'at","disassociation","براءة","كوئي سي يا كوئي نا عمل سي بري تهئي جاوؤ"
"512","baraa'at","disavowal, disowning","براءة","پوتانا جان نے بيسرا يا اهنا عمل سي الگ كروا نو عمل"
"513","baraabar","proper","برابر","صحيح"
"514","baraaberi kerwu","to equate","برابري كروؤ","سركهائي كروؤ"
"515","biraader","brother","برادر","بهائي"
"516","buraai","badness, evil/to talk bad about someone","برائي","خراب وات/ شر"
"517","barbaadi","destruction","بربادي","تباهي"
"518","berbat","flute","بربط","ايك قسم نو موسيقى نو اٰلة چهے"
"519","barchi","spear","برچهي","بهالو"
"520","barhaq","righteous","برحق","جه حق پر هوئي"
"521","bardaasht","endure, patience","برداشت","سهن كروؤ"
"522","burdbaar","tolerant, patient, gentle, mild","بردبار","صبر سي كام كرنار"
"523","burdbaari","forbearance, toleration, patience, gentleness","بردباري","صبر ، احتمال"
"524","barsar e mala","in front of the mass","برسرملاء","سگلا نا سامنے"
"525","bars","leprosy","برص","جسم ما سفيد داغ تهائي ته بيماري چهے"
"526","baraf","ice","برف","تهندو تهئي نے جمبائيلو پاني"
"527","barq","lightening","برق","ويجلي"
"528","barakat-barakaat","blessing","بركة-بركات","بركة"
"529","bargashta","betrayal, rebellion","برگشته","بے وفائي، بغاوة"
"530","burhapo","old age","برهاپو","ضعيفي نو عالم"
"531","burhaan","proof","برهان","دليل"
"532","baraheen","evidences","برهان - براهين","برهان ني جمع، دلائل"
"533","burhanuddin","title of aqa moula tus","برهان الدين","اٰقا مولىْ ط ع نو لقب مبارك"
"534","berhaawu","to increase","برهاوؤ","ودهاوؤ"
"535","barhana","clothless","برهنه","جه نا پاےس كپرا نه هوئي"
"536","buro","bad","برو","بد، خراب"
"537","bari thaawu","to disown","بري تهاوؤ","كوئي سي يا اهنا عمل سي براءة كروؤ، اهنا سي پوتانا جان نے الگ كروؤ"
"538","buzdil","coward","بزدل","دل نا كمزور، شجاع نه هوئي"
"539","buzurg-buzurgo","elderly","بزرگ-بزرگو","مهوتي عمر شخص"
"540","buzurgi","old age","بزرگي","مهوتي عمر"
"541","bus","bus/enough","بس","كفاية/سفر كروانو ايك ذريعة چهے"
"542","bustaan","garden","بستان","باغيچه"
"543","bister","bed","بستر","پلنگ"
"544","bastat","in detail","بسطة","تفصيل نا ساتهے"
"545","bismillah","with the name of allah i begin","بسم الله","خدا نا نام سي شروع كروں چوں"
"546","bisharat","good tidings","بشارة","خوشخبري"
"547","bashashat","smiling face","بشاشة","خوشموهي، هستو چهره راكهوؤ"
"548","basher","human","بشر","انسان"
"549","bishr","happiness","بشر","خوش چهره"
"550","bushraa","good tidings","بشرْى","خوشخبري"
"551","basheer","hartinger","بشير","خوشخبري نو دينار"
"552","basarat","sense of sight","بصارة","ديكهوا ني قوة"
"553","basirat","foresight","بصيرة","عقل انے دل ني انكهـ سي ديكهوؤ"
"554","bazid rehwu","to be stubborn","بضد رهوؤ","ضد پر باقي رهوؤ"
"555","bad'at","one of his own (beloved)","بضعة","كليجة نو تكرو"
"556","batakh","duck","بطخ","پرنده نو نام"
"557","butlaan","falsehood","بطلان","كئي چيز نو باطل هوؤ"
"558","ba'as","raise","بعث","چرهاوؤ"
"559","ba'ad","after","بعد","كئي چيز نا پچهي"
"560","ba'az","few, some","بعض","تهورو"
"561","ba'az waqat","sometimes","بعض وقت","كوئي وقت"
"562","baeed","far","بعيد","دور، جه قريب نه هوئي"
"563","bagawat","rebellion","بغاوة","كوئي نا خلاف اتهوؤ"
"564","bagal","armpit","بغل","كهبا نا نزديك هاتهـ نا اندر نا حصة"
"565","baglat","mule","بغلة","كهچر"
"566","bagair","without","بغير","اهنے موكي نے"
"567","baqaa","survival, life","بقاء","باقي رهوؤ"
"568","baqar","cow/to reveal","بقر","كهولوؤ/گائي"
"569","buq'at","area, a piece of land","بقعة","زمين نو تكرو"
"570","bukaa","weeping","بكاء","روؤ"
"571","bakter","shield, armour","بكتر","درع"
"572","bakro","goat","بكرو","مَعَز"
"573","bigaar","wastage","بگار","ضياع"
"574","bagaasa khaawu","to yawn","بگاسا كهاوؤ","منهـ كهولي نے مهوتي سانس نو اندر ليوؤ انے باهر نكالوؤ"
"575","bigarwu","to turn bad","بگروؤ","خراب تهاوؤ"
"576","bila hisaab","without count","بلا حساب","جه ني كوئي گنتي نه هوئي"
"577","bala'- balao","calamity","بلاء-بلاؤ","مصيبة، محنة"
